dep_var,window_start,window_end,n_eff,ardl_order,aic,F_asy,F_asy_p,t_asy,t_asy_p,F_exact,F_exact_p,t_exact,t_exact_p,ECT,LR_mu,LR_mu_p,LR_PyPK,LR_PyPK_p,LR_Br,LR_Br_p,LR_pi,LR_pi_p,wald_diff,wald_se,wald_t,wald_p,wald_decision
g_K,1945,1973,30,"2,2,2,2,2",-266.2994765693861,32.06587366076428,1e-6,-7.691115108925475,1e-6,32.06587366076428,1e-6,-7.691115108925475,1e-6,-0.48289542407090336,0.23275271087671162,0.09214885808086172,-0.09692815771181183,0.4885878385631165,0.02302976558055021,0.7599376484290891,0.1875863393902972,0.4586343219339327,0.14808041442884542,0.14963743562295273,0.9895947081181571,0.3380677683634379,Fail to reject
g_K,1946,1973,29,"2,2,2,2,2",-262.7135860926403,26.68011430987079,1e-6,-8.647784245030936,1e-6,26.68011430987079,1e-6,-8.647784245030936,1e-6,-0.5019759384181685,0.30177548914346586,0.027559772653208723,-0.13335082972303552,0.2951496782997265,-0.003279959712133502,0.9614820460710813,0.14819194652924608,0.5062463423459195,0.2200694030979261,0.1411059321633104,1.559604190440601,0.14116768040025515,Fail to reject
g_K,1947,1973,28,"2,2,2,2,2",-251.9164387708343,7.394817006492952,7.78370699051797e-4,-5.8152944771185995,6.534068061257094e-4,7.394817006492952,0.006040047069999782,-5.8152944771185995,0.0020675052820298013,-0.5296506058841561,0.3237603953978357,0.028922819649843313,-0.14834770949103487,0.25844564613798476,-0.010427979540612715,0.8795642406344769,0.13692205914571584,0.5333708706229627,0.2555755294790428,0.1700974063521794,1.5025245531956235,0.15685902212441727,Fail to reject
g_K,1948,1973,27,"2,2,2,2,2",-241.13098142561444,3.1220054723251325,0.1685979377398459,-2.9838726539375307,0.29976782718063916,3.1220054723251325,0.21821602902476148,-2.9838726539375307,0.24561650326855455,-0.4792065819668928,0.31550950244710657,0.060830794338757044,-0.14943216805861148,0.31839297332914485,-0.008835918254726332,0.9108884323236164,0.17876769782022664,0.5248005676630013,0.2270373389224102,0.19071061590260127,1.1904808646748932,0.25687552528779795,Fail to reject
g_K,1945,1974,31,"2,2,2,2,2",-264.44048042835857,26.615264674911696,1e-6,-6.468223077989572,2.1405835743861954e-4,26.615264674911696,1e-6,-6.468223077989572,7.312225637277441e-4,-0.48353061250793017,0.16256107205276987,0.2781561273206614,0.014122919815623004,0.9258718223899186,0.07756212664371037,0.3681094517217083,0.11835802657589198,0.6905080675769848,0.034270728067322176,0.17132384464795672,0.2000347828858445,0.8439737028451778,Fail to reject
g_K,1946,1974,30,"2,2,2,2,2",-261.76384145713104,21.692438777308713,1e-6,-7.388561069271778,1e-6,21.692438777308713,1e-6,-7.388561069271778,5.420987134167267e-4,-0.5069051790629725,0.2595181374688069,0.08245144961363203,-0.05063696558234668,0.7128454384201084,0.03550167734864221,0.6446390542135103,0.08309774057265314,0.7470582671246879,0.13922324393599014,0.1628890343009575,0.8547121943074333,0.4061551626879728,Fail to reject
g_K,1947,1974,29,"2,2,2,2,2",-251.01245551998556,4.803151233160842,0.014598672171815362,-4.6528352525405445,0.00808803276171755,4.803151233160842,0.05306235217645982,-4.6528352525405445,0.02011150574356323,-0.4982922604627165,0.2519933101968201,0.1436675307857176,-0.04512862494181228,0.7696607194732498,0.038122663191327996,0.6536170782203672,0.08635087106985716,0.7520538357976012,0.12905733267682062,0.19329464672481392,0.6676715308135488,0.5151994179185019,Fail to reject
g_K,1948,1974,28,"2,2,2,2,2",-240.65997144288673,1.8421549196653555,0.6029057606779322,-2.296866153947289,0.5850456816119727,1.8421549196653555,0.5809348319578127,-2.296866153947289,0.4859319839861432,-0.4330852506405667,0.230108552385018,0.2750494002302718,-0.03226107215127542,0.8626614345025124,0.04719544577344487,0.6510988389811259,0.1394062338800491,0.6964504437008308,0.09318876314088718,0.2162254470901369,0.4309796298029621,0.6735432972279408,Fail to reject
g_K,1945,1975,32,"2,2,2,2,2",-274.04064092354633,27.333699654822567,1e-6,-6.527163617191918,1.7439791917816052e-4,27.333699654822567,1e-6,-6.527163617191918,7.056186149101486e-4,-0.4781047536006546,0.1193372684315604,0.360168493700019,0.06965913635706077,0.5812885657030002,0.10176174968944193,0.1974616166756891,0.05311427242308495,0.8498791815843936,-0.024901425166422696,0.1471161023994599,-0.16926376351929587,0.8675869407767023,Fail to reject
g_K,1946,1975,31,"2,2,2,2,2",-270.36525023303227,21.685274068164773,1e-6,-7.290517576676921,1e-6,21.685274068164773,1e-6,-7.290517576676921,2.4961699106083445e-4,-0.49809750031358524,0.199143619903694,0.13147867012927333,0.02399452794670555,0.8361032152722848,0.06870250111607575,0.3380019069162197,8.949994281188969e-4,0.9971471782316479,0.053020780814761706,0.1412527528366721,0.37536104429815,0.7123215370406218,Fail to reject
g_K,1947,1975,30,"2,2,2,2,2",-260.18306308028906,5.149033021803623,0.008637717352461743,-4.715826954452231,0.006644425144644219,5.149033021803623,0.03644698161099317,-4.715826954452231,0.017847316453783593,-0.46180112415789487,0.17252933223633887,0.2569630926217616,0.038734564134496906,0.7676352392418009,0.07607611107790699,0.3455537248044862,0.0292756239751983,0.9174920862562687,0.026654540698537194,0.15288316882944475,0.17434581519089776,0.863925007882661,Fail to reject
g_K,1948,1975,29,"2,2,2,2,2",-250.2463795043236,1.8741641496671648,0.5890866007552019,-2.225899406707194,0.6129436215863727,1.8741641496671648,0.5623939835280889,-2.225899406707194,0.5097967996683793,-0.3770206424790459,0.13560323565137006,0.5010951988149818,0.06135187882012862,0.7185552871871033,0.09150679617215407,0.3879545250485218,0.11270472316767167,0.775524789934239,-0.006505656826569184,0.1650224628635531,-0.03942285622017598,0.9691099271905055,Fail to reject
g_K,1945,1976,33,"2,2,2,2,2",-282.83871924434357,27.286388300188975,1e-6,-6.7673652296299105,1.2768905445272602e-5,27.286388300188975,1e-6,-6.7673652296299105,2.5538223234663885e-4,-0.48903316738511354,0.037369863776712246,0.6574255218993648,0.1559745301023861,0.06321916570124131,0.14157355927837342,0.03476374195679212,0.03518568459928193,0.8974941392843981,-0.1272357817517854,0.10247798063870134,-1.2415914224575788,0.23032354572323796,Fail to reject
g_K,1946,1976,32,"2,2,2,2,2",-279.107911203979,21.637438597754564,1e-6,-7.528035110527401,1e-6,21.637438597754564,1e-6,-7.528035110527401,2.0183257343873854e-4,-0.5088696725547036,0.12149114935456011,0.19662425787471746,0.10523821184519172,0.18201148837280695,0.10634008488643044,0.08147613110676276,-0.015131337301446088,0.9507072632876892,-0.04584261718715264,0.10314911761330323,-0.4444305317182886,0.662337260343191,Fail to reject
g_K,1947,1976,31,"2,2,2,2,2",-269.0004339307467,5.650601254531271,0.0037588414602773325,-4.8283622204601695,0.004830457354225983,5.650601254531271,0.022412685323272005,-4.8283622204601695,0.01382323493148792,-0.4704433547115374,0.08897484448974902,0.45380720521939144,0.12570084895522696,0.19030473799525935,0.11638360514394241,0.09884494582750063,0.01320045770478716,0.9618450987748802,-0.07202939838322905,0.11526363001529615,-0.6249100290670209,0.5408404549799934,Fail to reject
