"run_id","det_tag","include","LRinclude","p","r","q_tag","qY","qK","cell_id","status","logLik","T_eff","T_eff_common","k_gamma","k_pi","k_det","k_sigma","k_total","AIC","BIC","HQ","AICc","theta_hat","alpha_y","alpha_k","Pi_11","Pi_12","Pi_21","Pi_22","SR_norm_total","share_Y","share_K","stability_margin","unit_root_count","unstable_count","unit_root_mismatch","fail_code","fail_msg","dBIC","dAIC","dHQ"
5,"SR_none__LR_none","none","none",1,1,"K_only",0,1,"p01_K_only_none_none","computed",287.449959768344,63,57,2,3,0,3,8,-558.899919536687,-542.555509394011,-552.547924797168,-555.899919536687,0.883360668044536,0.128939270511635,0.0973458685643726,0.128939270511635,-0.113899880136333,0.0973458685643726,-0.0859915114863997,0.423312899123851,0,1,0.0197105670148034,1,0,0,NA,NA,0,0,0
5,"SR_none__LR_none","none","none",1,1,"sym",1,1,"p01_sym_none_none","computed",287.581282639759,63,57,4,3,0,3,10,-555.162565279518,-534.732052601173,-547.222571855119,-550.379956583866,0.883360668044536,0.129695181875968,0.0994795364206614,0.129695181875968,-0.114567622504112,0.0994795364206614,-0.0878763097493161,0.426867066006056,0.109593848049112,0.993976452673698,0.0202046493475724,1,0,0,NA,NA,7.82345679283787,3.73735425716882,5.32535294204877
5,"SR_none__LR_none","none","none",1,1,"Y_short",1,1,"p01_Y_short_none_none","computed",287.581282639759,63,57,4,3,0,3,10,-555.162565279518,-534.732052601173,-547.222571855119,-550.379956583866,0.883360668044536,0.129695181875968,0.0994795364206614,0.129695181875968,-0.114567622504112,0.0994795364206614,-0.0878763097493161,0.426867066006056,0.109593848049112,0.993976452673698,0.0202046493475724,1,0,0,NA,NA,7.82345679283787,3.73735425716882,5.32535294204877
5,"SR_none__LR_none","none","none",1,1,"K_short",1,1,"p01_K_short_none_none","computed",287.581282639759,63,57,4,3,0,3,10,-555.162565279518,-534.732052601173,-547.222571855119,-550.379956583866,0.883360668044536,0.129695181875968,0.0994795364206614,0.129695181875968,-0.114567622504112,0.0994795364206614,-0.0878763097493161,0.426867066006056,0.109593848049112,0.993976452673698,0.0202046493475724,1,0,0,NA,NA,7.82345679283787,3.73735425716882,5.32535294204877
5,"SR_none__LR_none","none","none",1,1,"Y_only",1,0,"p01_Y_only_none_none","computed",282.497239493449,63,57,2,3,0,3,8,-548.994478986899,-532.650068844222,-542.642484247379,-545.994478986899,0.883360668044536,0.0918373192973189,0.116255601066969,0.0918373192973189,-0.081125475725899,0.116255601066969,-0.102695625422437,0.0914986469065564,1,0,0.0178219699899052,1,0,0,NA,NA,9.90544054978841,9.90544054978841,9.90544054978841
5,"SR_none__LR_none","none","none",2,1,"K_only",0,2,"p02_K_only_none_none","computed",286.355566728638,62,57,4,3,0,3,10,-552.711133457277,-532.280620778931,-544.771140032877,-547.928524761625,0.884139702125698,0.154500131098096,0.0928436861006583,0.154500131098096,-0.136599699887452,0.0928436861006583,-0.0820867889732878,0.599229117251108,0,1,0.0200949837145935,1,0,0,NA,NA,10.2748886150795,6.18878607941042,7.77678476429037
5,"SR_none__LR_none","none","none",2,1,"K_short",2,1,"p02_K_short_none_none","computed",288.336232752292,62,57,6,3,0,3,12,-552.672465504584,-528.155850290569,-543.144473395304,-545.581556413675,0.884139702125698,0.154300806486853,0.0910036819084593,0.154300806486853,-0.136423469085041,0.0910036819084593,-0.0804599682148869,0.644630452366542,0.374788293001105,0.653176568765284,0.0167121319889163,1,0,0,NA,NA,14.3996591034415,6.22745403210342,9.40345140186321
5,"SR_none__LR_none","none","none",3,1,"K_only",0,3,"p03_K_only_none_none","computed",287.353807357181,61,57,6,3,0,3,12,-550.707614714362,-526.190999500347,-541.179622605083,-543.616705623453,0.881709565536742,0.135260321583189,0.0819550711771122,0.135260321583189,-0.119260319377474,0.0819550711771122,-0.0722605702011044,0.76944044676326,0,1,0.0139956834807614,1,0,0,NA,NA,16.3645098936632,8.19230482232513,11.3683021920849
5,"SR_none__LR_none","none","none",2,1,"Y_only",2,0,"p02_Y_only_none_none","computed",282.93791627771,62,57,4,3,0,3,10,-545.875832555421,-525.445319877075,-537.935839131021,-541.093223859769,0.884139702125698,0.117575585715638,0.105246239187995,0.117575585715638,-0.103953243331879,0.105246239187995,-0.0930523785655241,0.342348459868464,1,0,0.0152194136319439,1,0,0,NA,NA,17.1101895169353,13.0240869812662,14.6120856661462
5,"SR_none__LR_none","none","none",2,1,"Y_short",1,2,"p02_Y_short_none_none","computed",286.481871926341,62,57,6,3,0,3,12,-548.963743852682,-524.447128638668,-539.435751743403,-541.872834761773,0.884139702125698,0.16092824711518,0.0930509533164006,0.16092824711518,-0.142283052468026,0.0930509533164006,-0.0822700421476746,0.608432717069219,0.109627983580147,0.989202312771425,0.0199632591846834,1,0,0,NA,NA,18.108380755343,9.93617568400487,13.1121730537646
