"run_id","det_tag","cell_id","status","include","LRinclude","p","r","q_tag","qY","qK","qE","model_class","logLik","T_eff","T_eff_common","k_gamma","k_pi","k_det","k_sigma","k_total","ICOMP_pen","RICOMP_pen","ICOMP_flag","RICOMP_flag","ICOMP_stabilized","RICOMP_stabilized","AIC","BIC","HQ","AICc","stability_margin","unit_root_count","unstable_count","expected_unit_roots","unit_root_mismatch","fail_code","fail_msg","window_tag","window_start","window_end","dBIC","dAIC","dHQ","eta","IC_eta"
1772640376,"SR_const__LR_none","p01_sym_r1_const_none","computed","const","none",1,1,"sym",1,1,1,"VECM_ranked_qrestricted",474.879609065998,63,57,9,5,3,6,23,0.984921074121353,0.984921074121353,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-903.759218131997,-856.769038971802,-885.497233255878,-870.304672677451,0.0753446024699013,2,0,2,0,NA,NA,"shaikh_window",1947,2011,34.68289947763,24.4676431384572,28.437639850657,8,-715.262244597593
1772640376,"SR_const__LR_none","p01_sym_r2_const_none","computed","const","none",1,2,"sym",1,1,1,"VECM_ranked_qrestricted",477.575482343295,63,57,9,8,3,6,26,1.02532874836361,1.02532874836361,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-903.15096468659,-850.031631722892,-882.506981783152,-856.35096468659,0.0490844166422647,1,0,1,0,NA,NA,"shaikh_window",1947,2011,41.4203067265402,25.0758965838637,31.4278913233833,1,-850.031631722892
1772640376,"SR_const__LR_none","p01_sym_r2_const_none","computed","const","none",1,2,"sym",1,1,1,"VECM_ranked_qrestricted",477.575482343295,63,57,9,8,3,6,26,1.02532874836361,1.02532874836361,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-903.15096468659,-850.031631722892,-882.506981783152,-856.35096468659,0.0490844166422647,1,0,1,0,NA,NA,"shaikh_window",1947,2011,41.4203067265402,25.0758965838637,31.4278913233833,1.5,-833.859426651554
1772640376,"SR_const__LR_none","p01_sym_r2_const_none","computed","const","none",1,2,"sym",1,1,1,"VECM_ranked_qrestricted",477.575482343295,63,57,9,8,3,6,26,1.02532874836361,1.02532874836361,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-903.15096468659,-850.031631722892,-882.506981783152,-856.35096468659,0.0490844166422647,1,0,1,0,NA,NA,"shaikh_window",1947,2011,41.4203067265402,25.0758965838637,31.4278913233833,2,-817.687221580216
1772640376,"SR_const__LR_none","p01_sym_r2_const_none","computed","const","none",1,2,"sym",1,1,1,"VECM_ranked_qrestricted",477.575482343295,63,57,9,8,3,6,26,1.02532874836361,1.02532874836361,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-903.15096468659,-850.031631722892,-882.506981783152,-856.35096468659,0.0490844166422647,1,0,1,0,NA,NA,"shaikh_window",1947,2011,41.4203067265402,25.0758965838637,31.4278913233833,3,-785.342811437539
1772640376,"SR_const__LR_none","p01_sym_r2_const_none","computed","const","none",1,2,"sym",1,1,1,"VECM_ranked_qrestricted",477.575482343295,63,57,9,8,3,6,26,1.02532874836361,1.02532874836361,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-903.15096468659,-850.031631722892,-882.506981783152,-856.35096468659,0.0490844166422647,1,0,1,0,NA,NA,"shaikh_window",1947,2011,41.4203067265402,25.0758965838637,31.4278913233833,4,-752.998401294863
1772640376,"SR_const__LR_none","p01_sym_r2_const_none","computed","const","none",1,2,"sym",1,1,1,"VECM_ranked_qrestricted",477.575482343295,63,57,9,8,3,6,26,1.02532874836361,1.02532874836361,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-903.15096468659,-850.031631722892,-882.506981783152,-856.35096468659,0.0490844166422647,1,0,1,0,NA,NA,"shaikh_window",1947,2011,41.4203067265402,25.0758965838637,31.4278913233833,6,-688.30958100951
1772640376,"SR_const__LR_none","p01_sym_r2_const_none","computed","const","none",1,2,"sym",1,1,1,"VECM_ranked_qrestricted",477.575482343295,63,57,9,8,3,6,26,1.02532874836361,1.02532874836361,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-903.15096468659,-850.031631722892,-882.506981783152,-856.35096468659,0.0490844166422647,1,0,1,0,NA,NA,"shaikh_window",1947,2011,41.4203067265402,25.0758965838637,31.4278913233833,8,-623.620760724157
1772640376,"SR_const__LR_none","p01_Y_only_r0_const_none","computed","const","none",1,0,"Y_only",1,0,0,"VAR_diff_r0",466.119789522594,63,57,3,0,3,6,12,1.15477549618766,1.15477549618766,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-908.239579045189,-883.722963831174,-898.71158693591,-901.14866995428,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,7.72897461825778,19.9872822252651,15.2232861706253,1,-883.722963831174
1772640376,"SR_const__LR_none","p01_Y_only_r0_const_none","computed","const","none",1,0,"Y_only",1,0,0,"VAR_diff_r0",466.119789522594,63,57,3,0,3,6,12,1.15477549618766,1.15477549618766,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-908.239579045189,-883.722963831174,-898.71158693591,-901.14866995428,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,7.72897461825778,19.9872822252651,15.2232861706253,1.5,-883.722963831174
1772640376,"SR_const__LR_none","p01_Y_only_r0_const_none","computed","const","none",1,0,"Y_only",1,0,0,"VAR_diff_r0",466.119789522594,63,57,3,0,3,6,12,1.15477549618766,1.15477549618766,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-908.239579045189,-883.722963831174,-898.71158693591,-901.14866995428,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,7.72897461825778,19.9872822252651,15.2232861706253,2,-883.722963831174
1772640376,"SR_const__LR_none","p01_Y_only_r0_const_none","computed","const","none",1,0,"Y_only",1,0,0,"VAR_diff_r0",466.119789522594,63,57,3,0,3,6,12,1.15477549618766,1.15477549618766,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-908.239579045189,-883.722963831174,-898.71158693591,-901.14866995428,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,7.72897461825778,19.9872822252651,15.2232861706253,3,-883.722963831174
1772640376,"SR_const__LR_none","p01_Y_only_r0_const_none","computed","const","none",1,0,"Y_only",1,0,0,"VAR_diff_r0",466.119789522594,63,57,3,0,3,6,12,1.15477549618766,1.15477549618766,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-908.239579045189,-883.722963831174,-898.71158693591,-901.14866995428,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,7.72897461825778,19.9872822252651,15.2232861706253,4,-883.722963831174
1772640376,"SR_const__LR_none","p01_Y_only_r0_const_none","computed","const","none",1,0,"Y_only",1,0,0,"VAR_diff_r0",466.119789522594,63,57,3,0,3,6,12,1.15477549618766,1.15477549618766,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-908.239579045189,-883.722963831174,-898.71158693591,-901.14866995428,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,7.72897461825778,19.9872822252651,15.2232861706253,6,-883.722963831174
1772640376,"SR_const__LR_none","p01_Y_only_r0_const_none","computed","const","none",1,0,"Y_only",1,0,0,"VAR_diff_r0",466.119789522594,63,57,3,0,3,6,12,1.15477549618766,1.15477549618766,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-908.239579045189,-883.722963831174,-898.71158693591,-901.14866995428,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,7.72897461825778,19.9872822252651,15.2232861706253,8,-883.722963831174
1772640376,"SR_const__LR_none","p01_Y_only_r1_const_none","computed","const","none",1,1,"Y_only",1,0,0,"VECM_ranked_qrestricted",461.186232924013,63,57,3,5,3,6,17,1.06214883401009,1.06214883401009,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-888.372465848027,-853.64059429484,-874.874477026548,-872.680158155719,-0.0191886240783492,2,1,2,0,NA,NA,"shaikh_window",1947,2011,37.8113441545926,39.854395422427,39.0603960799871,1,-853.64059429484
1772640376,"SR_const__LR_none","p01_Y_only_r1_const_none","computed","const","none",1,1,"Y_only",1,0,0,"VECM_ranked_qrestricted",461.186232924013,63,57,3,5,3,6,17,1.06214883401009,1.06214883401009,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-888.372465848027,-853.64059429484,-874.874477026548,-872.680158155719,-0.0191886240783492,2,1,2,0,NA,NA,"shaikh_window",1947,2011,37.8113441545926,39.854395422427,39.0603960799871,1.5,-843.532966125253
1772640376,"SR_const__LR_none","p01_Y_only_r1_const_none","computed","const","none",1,1,"Y_only",1,0,0,"VECM_ranked_qrestricted",461.186232924013,63,57,3,5,3,6,17,1.06214883401009,1.06214883401009,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-888.372465848027,-853.64059429484,-874.874477026548,-872.680158155719,-0.0191886240783492,2,1,2,0,NA,NA,"shaikh_window",1947,2011,37.8113441545926,39.854395422427,39.0603960799871,2,-833.425337955667
1772640376,"SR_const__LR_none","p01_Y_only_r1_const_none","computed","const","none",1,1,"Y_only",1,0,0,"VECM_ranked_qrestricted",461.186232924013,63,57,3,5,3,6,17,1.06214883401009,1.06214883401009,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-888.372465848027,-853.64059429484,-874.874477026548,-872.680158155719,-0.0191886240783492,2,1,2,0,NA,NA,"shaikh_window",1947,2011,37.8113441545926,39.854395422427,39.0603960799871,3,-813.210081616494
1772640376,"SR_const__LR_none","p01_Y_only_r1_const_none","computed","const","none",1,1,"Y_only",1,0,0,"VECM_ranked_qrestricted",461.186232924013,63,57,3,5,3,6,17,1.06214883401009,1.06214883401009,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-888.372465848027,-853.64059429484,-874.874477026548,-872.680158155719,-0.0191886240783492,2,1,2,0,NA,NA,"shaikh_window",1947,2011,37.8113441545926,39.854395422427,39.0603960799871,4,-792.994825277321
1772640376,"SR_const__LR_none","p01_Y_only_r1_const_none","computed","const","none",1,1,"Y_only",1,0,0,"VECM_ranked_qrestricted",461.186232924013,63,57,3,5,3,6,17,1.06214883401009,1.06214883401009,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-888.372465848027,-853.64059429484,-874.874477026548,-872.680158155719,-0.0191886240783492,2,1,2,0,NA,NA,"shaikh_window",1947,2011,37.8113441545926,39.854395422427,39.0603960799871,6,-752.564312598976
1772640376,"SR_const__LR_none","p01_Y_only_r1_const_none","computed","const","none",1,1,"Y_only",1,0,0,"VECM_ranked_qrestricted",461.186232924013,63,57,3,5,3,6,17,1.06214883401009,1.06214883401009,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-888.372465848027,-853.64059429484,-874.874477026548,-872.680158155719,-0.0191886240783492,2,1,2,0,NA,NA,"shaikh_window",1947,2011,37.8113441545926,39.854395422427,39.0603960799871,8,-712.13379992063
1772640376,"SR_const__LR_none","p01_Y_only_r2_const_none","computed","const","none",1,2,"Y_only",1,0,0,"VECM_ranked_qrestricted",462.05291660822,63,57,3,8,3,6,20,1.07070611010928,1.07070611010928,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-884.10583321644,-843.244807859749,-868.225846367641,-860.772499883107,-0.0259381079145937,1,1,1,0,NA,NA,"shaikh_window",1947,2011,48.2071305896828,44.1210280540137,45.7090267388935,1,-843.244807859749
1772640376,"SR_const__LR_none","p01_Y_only_r2_const_none","computed","const","none",1,2,"Y_only",1,0,0,"VECM_ranked_qrestricted",462.05291660822,63,57,3,8,3,6,20,1.07070611010928,1.07070611010928,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-884.10583321644,-843.244807859749,-868.225846367641,-860.772499883107,-0.0259381079145937,1,1,1,0,NA,NA,"shaikh_window",1947,2011,48.2071305896828,44.1210280540137,45.7090267388935,1.5,-827.072602788411
1772640376,"SR_const__LR_none","p01_Y_only_r2_const_none","computed","const","none",1,2,"Y_only",1,0,0,"VECM_ranked_qrestricted",462.05291660822,63,57,3,8,3,6,20,1.07070611010928,1.07070611010928,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-884.10583321644,-843.244807859749,-868.225846367641,-860.772499883107,-0.0259381079145937,1,1,1,0,NA,NA,"shaikh_window",1947,2011,48.2071305896828,44.1210280540137,45.7090267388935,2,-810.900397717073
1772640376,"SR_const__LR_none","p01_Y_only_r2_const_none","computed","const","none",1,2,"Y_only",1,0,0,"VECM_ranked_qrestricted",462.05291660822,63,57,3,8,3,6,20,1.07070611010928,1.07070611010928,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-884.10583321644,-843.244807859749,-868.225846367641,-860.772499883107,-0.0259381079145937,1,1,1,0,NA,NA,"shaikh_window",1947,2011,48.2071305896828,44.1210280540137,45.7090267388935,3,-778.555987574397
1772640376,"SR_const__LR_none","p01_Y_only_r2_const_none","computed","const","none",1,2,"Y_only",1,0,0,"VECM_ranked_qrestricted",462.05291660822,63,57,3,8,3,6,20,1.07070611010928,1.07070611010928,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-884.10583321644,-843.244807859749,-868.225846367641,-860.772499883107,-0.0259381079145937,1,1,1,0,NA,NA,"shaikh_window",1947,2011,48.2071305896828,44.1210280540137,45.7090267388935,4,-746.21157743172
1772640376,"SR_const__LR_none","p01_Y_only_r2_const_none","computed","const","none",1,2,"Y_only",1,0,0,"VECM_ranked_qrestricted",462.05291660822,63,57,3,8,3,6,20,1.07070611010928,1.07070611010928,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-884.10583321644,-843.244807859749,-868.225846367641,-860.772499883107,-0.0259381079145937,1,1,1,0,NA,NA,"shaikh_window",1947,2011,48.2071305896828,44.1210280540137,45.7090267388935,6,-681.522757146367
1772640376,"SR_const__LR_none","p01_Y_only_r2_const_none","computed","const","none",1,2,"Y_only",1,0,0,"VECM_ranked_qrestricted",462.05291660822,63,57,3,8,3,6,20,1.07070611010928,1.07070611010928,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-884.10583321644,-843.244807859749,-868.225846367641,-860.772499883107,-0.0259381079145937,1,1,1,0,NA,NA,"shaikh_window",1947,2011,48.2071305896828,44.1210280540137,45.7090267388935,8,-616.833936861015
1772640376,"SR_const__LR_none","p01_K_only_r0_const_none","computed","const","none",1,0,"K_only",0,1,0,"VAR_diff_r0",466.119789522594,63,57,3,0,3,6,12,1.15477549618766,1.15477549618766,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-908.239579045189,-883.722963831174,-898.71158693591,-901.14866995428,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,7.72897461825778,19.9872822252651,15.2232861706253,1,-883.722963831174
1772640376,"SR_const__LR_none","p01_K_only_r0_const_none","computed","const","none",1,0,"K_only",0,1,0,"VAR_diff_r0",466.119789522594,63,57,3,0,3,6,12,1.15477549618766,1.15477549618766,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-908.239579045189,-883.722963831174,-898.71158693591,-901.14866995428,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,7.72897461825778,19.9872822252651,15.2232861706253,1.5,-883.722963831174
1772640376,"SR_const__LR_none","p01_K_only_r0_const_none","computed","const","none",1,0,"K_only",0,1,0,"VAR_diff_r0",466.119789522594,63,57,3,0,3,6,12,1.15477549618766,1.15477549618766,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-908.239579045189,-883.722963831174,-898.71158693591,-901.14866995428,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,7.72897461825778,19.9872822252651,15.2232861706253,2,-883.722963831174
1772640376,"SR_const__LR_none","p01_K_only_r0_const_none","computed","const","none",1,0,"K_only",0,1,0,"VAR_diff_r0",466.119789522594,63,57,3,0,3,6,12,1.15477549618766,1.15477549618766,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-908.239579045189,-883.722963831174,-898.71158693591,-901.14866995428,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,7.72897461825778,19.9872822252651,15.2232861706253,3,-883.722963831174
1772640376,"SR_const__LR_none","p01_K_only_r0_const_none","computed","const","none",1,0,"K_only",0,1,0,"VAR_diff_r0",466.119789522594,63,57,3,0,3,6,12,1.15477549618766,1.15477549618766,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-908.239579045189,-883.722963831174,-898.71158693591,-901.14866995428,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,7.72897461825778,19.9872822252651,15.2232861706253,4,-883.722963831174
1772640376,"SR_const__LR_none","p01_K_only_r0_const_none","computed","const","none",1,0,"K_only",0,1,0,"VAR_diff_r0",466.119789522594,63,57,3,0,3,6,12,1.15477549618766,1.15477549618766,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-908.239579045189,-883.722963831174,-898.71158693591,-901.14866995428,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,7.72897461825778,19.9872822252651,15.2232861706253,6,-883.722963831174
1772640376,"SR_const__LR_none","p01_K_only_r0_const_none","computed","const","none",1,0,"K_only",0,1,0,"VAR_diff_r0",466.119789522594,63,57,3,0,3,6,12,1.15477549618766,1.15477549618766,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-908.239579045189,-883.722963831174,-898.71158693591,-901.14866995428,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,7.72897461825778,19.9872822252651,15.2232861706253,8,-883.722963831174
1772640376,"SR_const__LR_none","p01_K_only_r1_const_none","computed","const","none",1,1,"K_only",0,1,0,"VECM_ranked_qrestricted",458.782067300503,63,57,3,5,3,6,17,0.927952791202507,0.927952791202507,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-883.564134601007,-848.83226304782,-870.066145779528,-867.871826908699,0.0689670769529251,2,0,2,0,NA,NA,"shaikh_window",1947,2011,42.6196754016127,44.6627266694471,43.8687273270072,1,-848.83226304782
1772640376,"SR_const__LR_none","p01_K_only_r1_const_none","computed","const","none",1,1,"K_only",0,1,0,"VECM_ranked_qrestricted",458.782067300503,63,57,3,5,3,6,17,0.927952791202507,0.927952791202507,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-883.564134601007,-848.83226304782,-870.066145779528,-867.871826908699,0.0689670769529251,2,0,2,0,NA,NA,"shaikh_window",1947,2011,42.6196754016127,44.6627266694471,43.8687273270072,1.5,-838.724634878233
1772640376,"SR_const__LR_none","p01_K_only_r1_const_none","computed","const","none",1,1,"K_only",0,1,0,"VECM_ranked_qrestricted",458.782067300503,63,57,3,5,3,6,17,0.927952791202507,0.927952791202507,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-883.564134601007,-848.83226304782,-870.066145779528,-867.871826908699,0.0689670769529251,2,0,2,0,NA,NA,"shaikh_window",1947,2011,42.6196754016127,44.6627266694471,43.8687273270072,2,-828.617006708647
1772640376,"SR_const__LR_none","p01_K_only_r1_const_none","computed","const","none",1,1,"K_only",0,1,0,"VECM_ranked_qrestricted",458.782067300503,63,57,3,5,3,6,17,0.927952791202507,0.927952791202507,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-883.564134601007,-848.83226304782,-870.066145779528,-867.871826908699,0.0689670769529251,2,0,2,0,NA,NA,"shaikh_window",1947,2011,42.6196754016127,44.6627266694471,43.8687273270072,3,-808.401750369474
1772640376,"SR_const__LR_none","p01_K_only_r1_const_none","computed","const","none",1,1,"K_only",0,1,0,"VECM_ranked_qrestricted",458.782067300503,63,57,3,5,3,6,17,0.927952791202507,0.927952791202507,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-883.564134601007,-848.83226304782,-870.066145779528,-867.871826908699,0.0689670769529251,2,0,2,0,NA,NA,"shaikh_window",1947,2011,42.6196754016127,44.6627266694471,43.8687273270072,4,-788.186494030301
1772640376,"SR_const__LR_none","p01_K_only_r1_const_none","computed","const","none",1,1,"K_only",0,1,0,"VECM_ranked_qrestricted",458.782067300503,63,57,3,5,3,6,17,0.927952791202507,0.927952791202507,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-883.564134601007,-848.83226304782,-870.066145779528,-867.871826908699,0.0689670769529251,2,0,2,0,NA,NA,"shaikh_window",1947,2011,42.6196754016127,44.6627266694471,43.8687273270072,6,-747.755981351956
1772640376,"SR_const__LR_none","p01_K_only_r1_const_none","computed","const","none",1,1,"K_only",0,1,0,"VECM_ranked_qrestricted",458.782067300503,63,57,3,5,3,6,17,0.927952791202507,0.927952791202507,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-883.564134601007,-848.83226304782,-870.066145779528,-867.871826908699,0.0689670769529251,2,0,2,0,NA,NA,"shaikh_window",1947,2011,42.6196754016127,44.6627266694471,43.8687273270072,8,-707.32546867361
